title,lyrics
Shankar-Ehsaan-Loy Noor E Khuda lyrics,"Noor-e-khuda|-|hoo ohooohoo|-|Noor-e-khuda|-|Ajnabi mod hai|-|Kauf Har aur hai|-|Har Nazar pe duan Cha gaya|-|Pal Bhar mein jane kya kho gaya|-|hmmm Aasmaaan Sard hai|-|Aahein bhi Sard hai|-|Kab se Sayaa Juda ho gaya|-|Hmmm Pal bhar mein jane kya kho gaya|-|Saans ruk si gai|-|Jism chhil sa gaya|-|Tutte khawabon ke manjar pe tera jahan chal diya|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai tu hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda|-|Ho Nararein Karam Farma hi de|-|O deno dharam ko jaga hi de|-|Ho chalti hui tanhaiyan|-|Roothi hui parchaiyan|-|KAise udii yeh hawa|-|Chaya yeh kaisa sama|-|Lyricsmasti.com|-|Rooh jam si gai|-|Waqt tham sa gaya|-|Tutte khawabon ke manjar pe tera jahan chal diya|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda|-|Ga Ma Pa Ni Sa Dha|-|Kuch isi lamho ko aas teri|-|Zamkhmi dil ko hai pyaas teri|-|Har dhadkan to talash teri|-|Teri milta nahi hai pata|-|Khali aakhein khud se sawal karein|-|Aman ki cheekh behaal karein|-|Behta lahoo fariyaad karein|-|Tera mitta chala hai nishan|-|Rooh jam si gai|-|Waqt tham sa gaya|-|Tutte khawabon ke manjar pe tera jahan chal diya|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata"
D. Imman Vettikattu lyrics,Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Adaavadi thookku durai|-|Alapparayaana durai|-|Thadaaladi sokku durai|-|Konathula yethu kurai|-|Sandaikkum panthikkum munthuvom|-|Saamikku mattumathaan anjuvom|-|Mannukku onnunna thulluvom|-|Anbayum thittithaan solluvom|-|Durai ezhunthuvantha parayadi|-|Yegirivantha adithadi|-|Adithadi adithadi adithadi...|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Adaavadi thookku durai|-|Alapparayaana durai|-|Thadaaladi sokku durai|-|Konathula yethu kurai|-|Aduthavan munnaala|-|Yethukkume kaikatti|-|Adangura koottamilla|-|Padakkunnu munnera|-|Nenaikkura aalaattam|-|Pathungiyum paathathilla|-|Koduvaala naanga|-|Thookki vanthu|-|Pagai illannu solli nippom|-|Koda saanjipoga yennaamale|-|Vantham senjethaan kokkarippom|-|Varum rosatha kaattaama marachikkitu|-|Veli vesanthaan podaama veluthukattu|-|Balam yenna yenna yenna kaattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Adaavadi thookku durai|-|Alapparayaana durai|-|Thadaaladi sokku durai|-|Konathula yethu kurai|-|Sandaikkum panthikkum munthuvom|-|Saamikku mattumathaan anjuvom|-|Mannukku onnunna thulluvom|-|Anbayum thittithaan solluvom|-|Durai ezhunthuvantha parayadi|-|Yegirivantha adithadi|-|Adithadi adithadi adithadi...|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu|-|Vetti vetti vetti kattu|-|Vetti vetti vetti kattu|-|Sera sozha paandikkellam sethukattu
Hariharan I Love My India lyrics,Hare Raama Hare Raama|-|Raama Raama Hare|-|Hare Krishna Hare Krishna|-|Krishna Krishna Hare|-|Sim Sim Pola Pola Sim Sim Pola|-|Sim Sim Pola Pola Sim Sim Pola|-|Fine Flat Flute Pipe Petula Petula|-|Drum Drum Tubelet Symbola Symbola|-|Hare Raama Hare Raama|-|Raama Raama Hare|-|Hare Krishna Hare Krishna|-|Krishna Krishna|-|Krishna Krishna|-|Krishna Krishna|-|Keynote Keyboard|-|Invitations|-|Minornote Majornote|-|Modulations|-|Insee Intune|-|Intonations|-|Roll Rhythm Rhyming|-|Percussions|-|Bass Scale Score|-|Compositions|-|Dance Drama Music|-|Motivations|-|Elvis Michael Madonna|-|America|-|We Want To Go Arre Bolo Bolo|-|America America|-|America|-|America|-|London Dekha|-|Paris Dekha|-|London Dekha|-|Paris Dekha|-|Aur Dekha Japan|-|Michael Dekha Elvis Dekha|-|Sab Dekha Meri Jaan|-|Saare Jag Mein Kahin Nahin Hai Doosra Hindustan|-|Doosra Hindustan|-|Doosra Hindustan|-|Ye Duniya Ek Dulhan|-|Ye Duniya Ek Dulhan|-|Dulhan Ke Maathe Ki Bindiya|-|Ye Mera India|-|Ye Mera India|-|I Love My India|-|I Love My India|-|Ye Duniya Ek Dulhan|-|Ye Duniya Ek Dulhan|-|Dulhan Ke Maathe Ki Bindiya|-|Ye Mera India|-|I Love My India|-|Ye Mera India|-|I Love My India|-|Jab Chheda Balhar Kisi Ne|-|Jhoomke Saawan Aaya|-|Aag Lagi Di Paani Mein Jab|-|Deepak Raag Sunaaya|-|Saat Suron Ka Sangam Ye Jeewan Geeton Ki Maala|-|Hum Apne Bhagwaan Ko Bhi Kehte Hain Baansuri Waala|-|Baansuri Waala|-|Baansuri Waala|-|Ye Mera India|-|I Love My India|-|Ye Mera India|-|I Love My India|-|Sim Sim Pola Pola Sim Sim Pola|-|Sim Sim Pola Pola Sim Sim Pola|-|Fine Flat Flute Pipe Petula Petula|-|Drum Drum Tubelet Symbola Symbola|-|Do Re Fa So Pa Ma Re Sa|-|Do Re Fa So Pa Ma Re Sa|-|Do Re Fa So Pa Ma Re Sa|-|Do Re Fa So Pa Ma Re Sa|-|Re Do ...|-|Pa Ma .|-|Ma Pa Ni Pa Ni Pa|-|Ni Pa Ni Pa Ni Sa Re Re Re Re Re Re Re Re Re|-|Sa Re Sa Ni Sa Sa Sa Sa Sa Sa|-|Sa Ni Pa Ni Ni Pa Ma Ma Re Sa Re Sa Ni Re|-|Peehu Peehu Bole Papiha|-|Koyal Kuhu Kuhu Gaaye|-|Hanste Rote Jeewan Ke Sab Geet Banaye|-|Ye Saari Duniya Apne Apne Geeton Ko Gaaye|-|Geet Vo Gaao Jisse Is Mitti Ki Khushboo Aaye|-|Mitti Ki Khushboo Aaye|-|I Love India|-|I Love My India|-|I Love My India I Love My India|-|Vatan Mera India|-|Sajan Mera India Aa|-|Ye Duniya Ek Dulhan|-|Ye Duniya Ek Dulhan|-|Ye Duniya Ek Dulhan|-|Dulhan Ke Maathe Ki Bindiya|-|Ye Mera India|-|I Love My India|-|Ye Mera India|-|I Love My India|-|Vatan Mera India|-|Sajan Mera India|-|Karam Mera India|-|Dharam Mera India|-|Om Nama Shivaaye Om Nama Shivaaye|-|Om Nama Shivaaye Om Nama Shivaaye|-|Om Nama Shivaaye Om Nama Shivaaye
Devi Sri Prasad Yentha Sakkagunnave lyrics,Yeru senaga kosam mattini thavvithe|-|Yekanga thagilina lanke bindhe laaga|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Sintha settu yekki siguru koyyabothe|-|Sethiki andhina sandhamama laaga|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Malle poola madhya muddhabanthi laaga|-|Yentha sakkagunaave|-|Mutthaiduva mello pasupu kommulaaga|-|Yentha sakkagunnave|-|Sukkala seera kattukunna yennelalaaga|-|Yentha sakkagunaave|-|Yeru senaga kosam mattini thavvithe|-|Yekanga thagilina lanke bindhe laaga|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Sintha settu yekki siguru koyyabothe|-|Sethiki andhina sandhamama laaga|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Rendu kaaalla sinukuvi nuvvu|-|Gunde serlo dookesinaavu|-|Alala mootalippesinaavu|-|Yentha sakkagunnave|-|Lacchmi yentha sakkagunnave|-|Mabbu leni merupuvi nuvvu|-|Nela meedha nadisesi naavu|-|Nannu ningi sesesi naavu|-|Yentha sakkagunnave|-|Lacchmi yentha sakkagunnave|-|Seruku mukka nuvvu koriki thinta vunte|-|Yentha sakkagunnave|-|Seruku gadake theepi rusi thelipinaave|-|Thirunaallallo thappi yedseti biddaku|-|Edurocchina thalli sirunavvu laaga|-|Yentha sakkagunnave lachmi yentha sakkagunnave|-|Gaali pallakeelo enki paata laaga|-|Enki maatalona telugu maatalaaga|-|Yentha sakkagunnave lachmi yentha sakkagunnave|-|Kadava nuvvu nadumuna betti|-|Katta meedha nuvvu nadisottha vunte|-|Sandram nee sankekkinattu|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Kattelamopu thalaketthukoni|-|Adugu meedha adugettha vunte|-|Adivi neeku godugattinattu|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Buradha selo vari naatu ettha vunte|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Bhoomi bommaku nuvvu pranam botthanattu|-|Yentha sakkagunnave|-|Yeru senaga kosam mattini thavvithe|-|Yekanga thagilina lanke bindhe laaga|-|Yentha sakkagunnave lacchmi yentha sakkagunnave|-|Sintha settu yekki siguru koyyabothe|-|Sethiki andhina sandhamama laaga|-|Yentha sakkagunnave lacchmi yentha sakkagunnave
"Devi Sri Prasad Gudilo Badilo Madilo (From ""D.J."") lyrics",Aasmaika yoga thasmaika bhoga|-|Rasmaila raaga hindhoolam|-|Anganga theja shrungarabhava|-|Sukumara sundharam|-|Aachandhra thara sandhya sameera|-|Neehara haara bhoopalam|-|Anandha thira brudha vihara|-|Mandhara saagaram|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Aashaga neeku poojale cheya|-|Aalakinchindhi aa namakam|-|Pravaralo pranaya manthrame choosi|-|Pulakarinchindhi aa chamakam|-|Agraharala thamalapakalle|-|Thaakuthondhi thamakam|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Aasmaika yoga thasmaika bhoga|-|Rasmaila raaga hindhoolam|-|Anganga theja shrungarabhava|-|Sukumara sundharam|-|Aachandhra thara sandhya sameera|-|Neehara haara bhoopalam|-|Anandha theera brudha vihara|-|Mandhara saagaram|-|Dheem takita dheem...|-|Navalalana nee valana kalige|-|Entho vintha chali naalona|-|Misa misala nisi lona|-|Kasi muddhulicchukona|-|Priya jaghana subha lagana|-|Thallakindhulauthoo tholi jagadana|-|Yedathegani mudipadani|-|Rasa kaugilinthalona|-|Kanulane veyi kalaluga chesi|-|Kalisi podhamu kalakaalam|-|Vaanala vacchi varadhala maare|-|Valapu neeli megham|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Priya ramana shatha madhana|-|Kanne kaalu jaari ika neethona|-|Irru yedhala sarigamana|-|Sigga poola naligipona|-|Himalayana sumashayana|-|Chinna velupatti subha tharunana|-|Manasathuna dhorikithina|-|Paradhalu tholiganinna|-|Padaka gadhi nunchi vidudhale leni|-|Vididhi vechindhi mana kosam|-|Vayasu kokila paduchu yekkillu|-|Thecche magamaasam|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Aasmaika yoga thasmaika bhoga|-|Rasmaila raaga hindhoolam|-|Anganga theja shrungarabhava|-|Sukumara sundharam|-|Aachandhra thara sandhya sameera|-|Neehara haara bhoopalam|-|Anandha theera brudha vihara|-|Mandhara saagaram
Devi Sri Prasad Ammadu Let's Do Kummudu lyrics,Yo guys...|-|This is not a mass song|-|This is the Boss song|-|Yerra chokkaane nekosam vesanu|-|Sarrumantu foregin scente kottanu...|-|Galla lungi ne trendy ga kattanu|-|kalla jodetti neekosam vachanu|-|Ammadu let's do kummudu|-|Yerra cheeremo eeroje konnaanu.|-|Nalla jackettu night anthaa kuttanu|-|VAalu jallona mandaaram pettanu.|-|Kanne vollantha singaram chuttanu.|-|Pilladu let's do kummudu.|-|Instagramlo profile picturelaga.|-|Bhale masthunde ne andam malle teegaa.|-|Discovery chennello chasing laaga.|-|alaa payi payi ku dookeyaku simham lagaa...|-|Ammadu let's do kummudu...|-|Mandey endalo ice-cream bandila.|-|cool and cutega vunde andham.|-|Rende kallatho dhan dhan stungun la.|-|Choopula gullatho theesav pranam.|-|Hot ga ghaatuga unde nee hip-uni|-|Nattuga chattuga patteyana|-|Rough ga tough unde nee chethitho Nuvv thakithe nennu phat aayipona|-|Ammadu lets do kummudu|-|Thammudu lets do kummudu|-|Saree kattina salwaare chuttinaa|-|Alladisthade nee outline|-|Lorry guddhina land mine-y pelinaa|-|Neetho polistthe nothing jaanu|-|Ye step-ule step-ulu neetho veyyalani|-|Ippude kattina kottha tune|-|Nippula unna nee wild romance ki|-|Lippulo dhachina red wine|-|Ammadu lets do kummudu|-|Yo guys! this is not a mass song|-|This is the BOSS song|-|Ammadu lets do kummudu
Devi Sri Prasad Gudilo Badilo Madilo lyrics,Aasmaika yoga thasmaika bhoga|-|Rasmaila raaga hindhoolam|-|Anganga theja shrungarabhava|-|Sukumara sundharam|-|Aachandhra thara sandhya sameera|-|Neehara haara bhoopalam|-|Anandha thira brudha vihara|-|Mandhara saagaram|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Aashaga neeku poojale cheya|-|Aalakinchindhi aa namakam|-|Pravaralo pranaya manthrame choosi|-|Pulakarinchindhi aa chamakam|-|Agraharala thamalapakalle|-|Thaakuthondhi thamakam|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Aasmaika yoga thasmaika bhoga|-|Rasmaila raaga hindhoolam|-|Anganga theja shrungarabhava|-|Sukumara sundharam|-|Aachandhra thara sandhya sameera|-|Neehara haara bhoopalam|-|Anandha theera brudha vihara|-|Mandhara saagaram|-|Dheem takita dheem...|-|Navalalana nee valana kalige|-|Entho vintha chali naalona|-|Misa misala nisi lona|-|Kasi muddhulicchukona|-|Priya jaghana subha lagana|-|Thallakindhulauthoo tholi jagadana|-|Yedathegani mudipadani|-|Rasa kaugilinthalona|-|Kanulane veyi kalaluga chesi|-|Kalisi podhamu kalakaalam|-|Vaanala vacchi varadhala maare|-|Valapu neeli megham|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Priya ramana shatha madhana|-|Kanne kaalu jaari ika neethona|-|Irru yedhala sarigamana|-|Sigga poola naligipona|-|Himalayana sumashayana|-|Chinna velupatti subha tharunana|-|Manasathuna dhorikithina|-|Paradhalu tholiganinna|-|Padaka gadhi nunchi vidudhale leni|-|Vididhi vechindhi mana kosam|-|Vayasu kokila paduchu yekkillu|-|Thecche magamaasam|-|Madilo vodilo badilo gudilo|-|Nee thalape shasivadhana|-|Gadhilo madhilo yedhalo sodhalo|-|Neeve kadha gajja gaamana|-|Aasmaika yoga thasmaika bhoga|-|Rasmaila raaga hindhoolam|-|Anganga theja shrungarabhava|-|Sukumara sundharam|-|Aachandhra thara sandhya sameera|-|Neehara haara bhoopalam|-|Anandha theera brudha vihara|-|Mandhara saagaram
"Devi Sri Prasad Nannaku Prematho (From ""Nannaku Prematho"") lyrics",Ye Kashtamedhurochina|-|Kanneellu Yedirinchina|-|Aanandam Ane uyyalalo Nanu Penchina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ne.ney Darilo Vellinaa|-|Ye Addu Nannaapina|-|Nee Venata Ne Nunnanani Nanu Nadipinchina|-|Nannaku Prematho|-|Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ye Thappu ne chesina|-|Thappatadugule vesina|-|O chinni chirunavvuthone|-|Nanu mannichina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ye oosu ne cheppina|-|Ye pata ne padina|-|Bhale Undhi Malli Padara|-|Ani murisipoina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Ankitham Naa Prathi Kshanam|-|Ee Andhamaina Rangula Lokana|-|Oke Janmalo Vandha Janmalaku Premandhinchina|-|Nannaku Prematho Nannaku Prematho|-|Nannaku Prematho Vandhanam Ee Patatho|-|Ee Patatho Ee Patatho...
Devi Sri Prasad Whatamma What Is This Amma lyrics,Mic unnadhe|-|paate ledhu|-|Dappu unnadhe|-|beat eh ledhu|-|Speaker unnadhe|-|peppe ledhu|-|Stage unnadhe|-|step ye ledhu|-|What amma|-|what is this amma|-|What amma|-|what is this amma|-|Punch unnadhe|-|counter ledhu|-|Circle unnadhe|-|center ledhu|-|Eedu lopala|-|eele ledhu|-|Evadi lopala|-|gole ledhu|-|What amma what is this amma|-|Hey what amma what is this amma|-|Raagam undhi|-|rambhe ledhu|-|Rangu unnadhi|-|ponge ledhu|-|Bandu unndadhi|-|Sound eh ledhu|-|Gangu unnadhi|-|Bang eh ledhu|-|Mejhuvani undhi|-|Mojhuvani ledhu|-|What amma what is this amma|-|Arey what amma what is this amma|-|Ayyo|-|Teaser choosi mosapoyi|-|Cinema kelli book ayinattu|-|Rating choosi rechipoyi|-|Dinner kelli lock ayinattu|-|Craze choosi mojupadi|-|China phone ki fool ayinattu|-|Offer unte aasapadi|-|Online money block ayinattu|-|Welcome poster undhi kani|-|Party oose ledhu|-|Disco dance undhi kani|-|Jyothi lakshmi ledhu|-|Glamour boledu undhi|-|Oh grammar antu ledhu|-|Rathiri mottham undhi|-|Jaathara jaagarame lene ledhu|-|What amma what is this amma|-|Arey what amma what is this amma ma ma maa|-|Aaa pandagela techukunna|-|1000 wala thussannattu|-|Kallu thaagi kothi pilla|-|Lolle marachi thongunattu|-|Power bank full gunna|-|Charging cable cut ayinattu|-|Friday roju pub unna|-|Dry day antu board ettinattu|-|Group troop undhi|-|Oh oopu lene ledhu|-|Bar beer undhi|-|Ye joru lene ledhu|-|Matter-u boledu undhi|-|Oh meter antu ledhu|-|Praanam panche sneham undhi|-|Manase panche maargam ledhu|-|What amma what is this amma|-|Hayyo what amma what is this ammaa|-|What amma what is this amma ma ma maa|-|What amma what is this amma ma ma maa
"Devi Sri Prasad Yentha Sakkagunnave (From ""Rangasthalam"") lyrics",Yeru Shanaga Kosam|-|Mattini Thavvithe|-|Yekamga Thagilina|-|Lanke Bindelaaga|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Sintha Settu Ekki|-|Siguru Koyyabothe|-|Sethiki Andina|-|Sandamaama Laaga|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Mallepoola Maddhe|-|Muddha Banthilaaga|-|Yentha Sakkagunnaave...|-|Mutthaiduva Mello|-|Pasupu Kommulaaga|-|Yentha Sakkagunnaave.|-|Sukkala Seera|-|Kattukunna|-|Yennelalaaga|-|Yentha Sakkagunnaave.|-|Yeru Shanaga Kosam|-|Mattini Thavvithe|-|Yekamga Thagilina|-|Lanke Bindelaaga|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Sintha Settu Ekki|-|Siguru Koyyabothe|-|Sethiki Andina|-|Sandamaama Laaga|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|ohh.|-|Ooo Rendu Kaalla|-|Sinukuvi Nuvvu|-|Gunde Serlo|-|Dukesinaavu|-|Atalamoota|-|Lippesinaavu|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Mabbuleni Merupuvi Nuvvu|-|Nela Meeda Nadisesinaavu|-|Nannu Ningi Sesesinaavu|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Seruku Mukka Nuvvu Koriki Thintaa Unte|-|Yentha Sakkagunnaave.|-|Seruku Gedake Theepi Rusi Thelipinaave|-|Yentha Sakkagunnaave.|-|Thirunallalo Thappi Ediseti Biddaku|-|Edurochhina Thalli Sirunavvulaaga|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Gaali Pallakiloo Enki Paatalaaga|-|Enkipaata Lona Telugu Matalaga|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Kadava Nuvvu Nadumuna Betti|-|Katta Meeda Nadisotthaa Unte|-|Sandram Nee Sankekkinattu|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Kattelamopu Thalakektthukoni|-|Adugulona Adugetthaavunte|-|Adivi Neeku Godugattinattu|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Burada Selo Vari Naatu Vethaa Vunte|-|Yentha Sakkagunnaave|-|Bhoomi Bommaku Nuvvu Praanam Posthunnattu|-|Yentha Sakkagunnaave|-|Yeru Shanaga Kosam Mattini Thavvithe|-|Yekamga Thagilina Lanke Bindelaaga|-|Yentha Sakkagunnaave.|-|Lacchimi|-|Yentha Sakkagunnaave.|-|Sintha Settu Ekki Siguru Koyyabothe|-|Sethiki Andina Sandamaama laaga|-|Yentha Sakkagunnaave|-|Lacchimi|-|Yentha Sakkagunnaave...!
Devi Sri Prasad Chal Chalo Chalo lyrics,One and Two and Three and Four|-|Everybody put you self on the dance floor|-|Dil dil dilke dilmong a more|-|Let see what life as in scroll|-|world clock venakki thippeyaro|-|calander ne kappeyaro|-|world ki vegam chupeyyaro|-|The night is still young vupeyaro|-|prapamcham... o round-gunna sunna|-|life antee... o straight line nanna|-|bagunde... e roju ninna kanna|-|zaraza love karo na--|-|vimaanamla dusukelthu vunna|-|viharam lo munigipoe vunna|-|pramadam vinodam e yevvananna yentha aapina|-|One and Two and Three and Four|-|Everybody put you self on the dance floor|-|Dil dil dilke dilmong a more|-|Let see what life as in scroll|-|world clock venakki thippeyaro|-|calander ne kappeyaro|-|world ki vegam chupeyaro|-|The night is still young vupeyaro.......
Devi Sri Prasad Trendu Maarina Friendu Maaradu (Friendship Anthem) lyrics,Nikker nundi jeans loki maarina|-|Cycle nundi bike loki maarina|-|Convent nundi college ki maarina|-|Notebook nundi facebook ki maarina|-|Yera pilupu nundi babai pilupu dhaaka|-|Calling maarina|-|Friend anna maatalona spelling maaruna|-|Feeling maaruna|-|Trend maarina friend maarade|-|End kaani bond peru friendship ye|-|Trend maarina friend maarade|-|Gundeloni sound peru friendship ye|-|Pulla ice nundu cream stone ki maarina|-|Reditlo challadhanam friendship ye|-|Land line nundi smart phone ki maarina|-|Maatallo chilipidhanam friendship ye|-|Turing talkies nundu IMAX ki maarina|-|Pakka pakka seat peru friendship ye|-|Panchukunna popcorn friendship ye|-|Trend maarina friend maarade|-|End kaani bond peru friendship ye|-|Trend maarina friend maarade|-|Gundeloni sound peru friendship ye|-|Pencillla nundi pen drive ki maarina|-|Nerchukunna subject friendship ye|-|Fruity la nundu beer loki maarina|-|Pondhuthunna kick peru friendship ye|-|Mottikaya nundi gatti punchloki maarina|-|Noppileni theepidhanam friendship ye|-|Anni orchukune amma gunam friendship ye|-|Trend maarina friend maarade|-|End kaani bond peru friendship ye|-|Trend maarina friend maarade|-|Gundeloni sound peru friendship ye
Devi Sri Prasad Entho Fun lyrics,Swargame nelapai|-|Vaalinattu ningilona|-|Thaarale chethiloki|-|Jaarinattu gundelona|-|Poolavaana kurisinattuga|-|Entho fun...|-|Entho fun...|-|Nemalike paatale|-|Nerpinattu koyilamma|-|Kommapai koochipudi|-|Aadinanntu kottha kottha|-|Swaramule puttinattuga|-|Entho fun...|-|Entho fun...|-|Kalidasu kavyamu|-|Thyaagaraaya geyamuu|-|Kalipi manasu paadinattugaa|-|Andhamaina oohalu|-|Anthuleni aashalu|-|Vaakilantha ompinattugaa.|-|Entho fun...|-|Entho fun...|-|Kallu kallu kalupukuntu|-|Kalalu kalalu panchukuntu|-|Kaalamantha saagiponee|-|Mohamantha karigipothu|-|Virahamantha virigipothu|-|Dooramanthaa.cherigiponee|-|Raathirante kammanaina|-|Kaugilintha pilupani|-|Thellavaarulu melukovadam|-|Udayamante thiyyanaina|-|Muddhu melukolupani|-|Dongalaaga nidrapovadam|-|Entho fun...|-|Entho fun...|-|Rojukokka bottu bille|-|Lekkapeduthu chilipi addham|-|Konte navve.navvuthonde|-|Baitikelle vela nuvve|-|Pilichi icche valapu muddhe|-|Aayuvedho.penchuthondhe|-|Intikelle vela antu|-|Mallepoola parimalam|-|Matthu jalli gurthu cheyadam.|-|Inti baita chinnadani|-|Eduru choopu kallalo|-|Kottha uthsavaanni nimpadam|-|Entho fun...|-|Entho fun...
