title,lyrics
S.P. Balasubrahmanyam Marana Mass lyrics,Thatlaatam dhaanga|-|Tharlaaga song ah|-|Ullaara vandhaana|-|Pollaadha veanga|-|Thatlaatam dhaanga|-|Tharlaaga song ah|-|Ullaara vandhaana|-|Pollaadha veanga|-|Thimuraama vaanga|-|Bulpaaidu veenga|-|Morapoda nippanaa|-|Muttaama ponga|-|Getthaa nadandhu varaan|-|Gate ah ellaam|-|Kadandhu varaan|-|Tha vediya onnu|-|Podu thillaala|-|Sleeve ah surutti varaan|-|Collar thaa perati varaan|-|Mudiya siluppi uttaa|-|Yerum ullaara|-|Maranam mass-u maranam|-|Tough tharanum|-|Adukku avan thaan|-|Porandhu varanum|-|Maranam mass-u maranam|-|Tough tharanum|-|Step-u morayaa vuzhanam|-|Thatlaatam dhaanga|-|Tharlaaga song ah|-|Ullaara vandhaana|-|Pollaadha veanga|-|Thimuraama vaanga|-|Bulpaaidu veenga|-|Morapoda nippanaa|-|Muttaama ponga|-|Evandaa mela|-|Evandaa keezha|-|Elaa uyirayum|-|Onnaave paaru|-|Mudinja varaikum|-|Anba seru|-|Thalayil yethi vachu|-|Kondadum ooru|-|Nyayam irudhu|-|Edhuththu variyaa|-|Unna madhippen|-|Adhu en pazhakkam|-|Kaala izhuthu|-|Uyuru nenachaa|-|Ketta paya sir|-|Idiya idikkum|-|Getthaa nadandhu varaan|-|Gate ah ellaam|-|Kadandhu varaan|-|Tha vediya onnu|-|Podu thillaala|-|Sleeve ah surutti varaan|-|Collar thaa perati varaan|-|Mudiya siluppi uttaa|-|Yerum ullaara|-|Maranam mass-u maranam|-|Tough tharanum|-|Adukku avan thaan|-|Porandhu varanum|-|Maranam mass-u maranam|-|Tough tharanum|-|Step-u morayaa vuzhanam|-|Thatlaatam dhaanga|-|Tharlaaga song ah|-|Ullaara vandhaana|-|Pollaadha veanga|-|Thimuraama vaanga|-|Bulpaaidu veenga|-|Morapoda nippanaa|-|Muttaama ponga|-|Ittalpathiri|-|Solluputhiri|-|Ittalpathiri|-|Solluputhiri salpilo|-|Ittalpathiri|-|Solluputhiri salpilo|-|Ittalpathiri|-|Solluputhiri|-|Ittalpathiri|-|Solluputhiri salpilo|-|Maranam mass-u maranam|-|Tough tharanum|-|Adukku avan thaan|-|Porandhu varanum|-|Maranam mass-u maranam|-|Tough tharanum|-|Step-u morayaa vuzhanam
A. R. Rahman Aalaporaan Thamizhan lyrics,"Oorukannu Uravukannu|-|Unna Mochu Paakum Ninnu|-|Chinnamaga Raasan Vaaran|-|Meesa Murukku..Hoii..|-|Enga Mannu Thanga Mannu|-|Unna Vaikum Singa Mannu|-|Muththu Mani Rathinatha Pethedutha Ranjidham|-|(uchchi mazha ini pozhiyatume)|-|Oorukulla Vaazhathandu Ammanukkum Sammandham|-|Endha Neram .. Kandaalum Kannu Dhane Kalangum|-|Kannupola Engalukku Kaavalaa Ne Varanum|-|Aalaporaan Tamizhan Ulagam Ellame|-|Vetrimaga Vazhi Dhan Inime Ellame|-|Veeranna Yarunu Indha Naatuke Avan Sonnane|-|Vaayilla Maatukum Ada Needhiya Avan Thandhaane|-|Solli Solli|-|Sariththirathil Per Porithan|-|Nenjil Alli|-|Kaattil Namma Thenthamizh Thelipaan|-|Innum Ulagamezha|-|Thanga Thamizha Paada|-|Pacha Thamizh|-|Uchi Pugazh Yeri Siri|-|Vaarayo Vaarai Ne|-|Anbaavandha Olikodupom|-|Vaarayo Vaarai Ne|-|Vambaavabdha Suzhukedupom|-|Thamizhanda Ennalum|-|Sonnale Thimirerum|-|Kaaththoda Kalandhalum|-|Adhu Dhan Un Adaiyaalam|-|Hey Anba Kotti|-|Enga Mozhi Adithalam Pottom|-|Magudatha Tharikira ""Zha""garatha Serthom|-|Thalaimurai Kadandhume Virivadha Parthom|-|Ulagathin Mudhal Mozhi Usurena Kaathom|-|Naal Nagara Maatrangal Nerum|-|Un Mozhi Saayum Enbaane|-|Paar Ilaya Thamizhanum Varuvan|-|Thaai Thamizh Thooki Nipaane|-|Kadaisi Thamizhanin Raththam Yezhum Veezhadhe|-|Muththu Mani Rathinatha Pethedutha Ranjidham|-|(Thamizhane Veezhadhe)|-|Oorukulla Vaazhathandu Ammanukkum Sammandham|-|Endha Neram Kandaalum Kannu Dhane Kalangum|-|Kannupola Engalukku Kaavalaa Ne Varanum|-|Nedundhooram Un Isai Ketkum|-|Pirai Neeti Pournami Aakum|-|Vedha Kaatil Vinmin Pookum|-|Vizhichaalum Nesandhaa|-|Uyirazhaiyumo Neththi Mutham Podhum|-|Varungaalum Vaasalil Sekkum|-|Muththu Mani Rathinatha Pethedutha Ranjidham|-|Oorukulla Vaazhathandu Ammanukkum Sammandham|-|Endha Neram ... Kandaalum Kannu Dhane Kalangum|-|Kannupola Engalukku Kaavalaa Ne Varanum|-|Aalaporaan Tamizhan Ulagam Ellame|-|Vetrimaga Vazhi Dhan Inime Ellame|-|Veeranna Yarunu Indha Naatuke Avan Sonnane|-|Vaayilla Maatukum Ada Needhiya Avan Thandhaane|-|Vaarayo Vaarai Ne|-|Anbaavandha Odikodupom|-|Vaarayo Vaarai Ne|-|Vambaavabdha Suzhukedupom|-|Thamizhaale Onnanom|-|Maarathe Ennalum|-|Thamizhaale Onnanom|-|Maarathe Ennalum|-|uurukknnnnu urrvukknnnnu|-|unnnnnn moccup paakkum ninnnnnnu|-|cinnnnnn mkraacnnn vraannn|-|miic murrukku|-|engk mnnnnu tngk mnnnnu|-|unnnnnn vaikkum cingkmunnnnnnu!|-|muttumnni rttinnnttaip pettettutt rnycitm|-|uurukkunnnnnnee vaalllu knnnnu ammaavukkum cmmtm|-|ent ittm vliknnttaalum knnnnutaannnee klngkum|-|knnnnupool engkllukku kaavlaa nii vrnnum.|-|aallppoorraannn tmilllnnn ulkm ellaamee|-|verrrrimk vlllitaannn innnimee ellaamee|-|viirnnnnnnaa yaarunnnu int naattttukkee avnnn connnnnnaannnee|-|vaayillaa maattttukkum att niitiy avnnn tntaannnee|-|collic colli crittirttil peer porrippaannn|-|nenycil alllli kaarrrril nmm teennn tmillltellippaannn|-|innnnnnum ulkm eelll|-|angk tmilllppaatt|-|pccttmilll uccippuklll eey ciri...|-|vaaraayoo vaa nii annnpaa vntaa olli kottuppoom|-|vaaraayoo vaa. raay nii vmpaa vntaa cullukkettuppoom|-|tmilllnnnttaa ennaallum connnnnnaalee timireerrum|-|kaarrrroott klntaalum atutaannn unnn attaiyaallm|-|hee annnpaik kotttti engkmollli attittllm poottttoom|-|mkuttttai trikkirr lllkrttai ceerttoom|-|tlaimurrai kttntumee virivtaip paarttoom|-|ulkttinnn mutlmollli ucurennnk kaattoom|-|taaynkrm maarrrrngkll neerum|-|unnn mollli caayum ennnpaannnee|-|paarinnaiy tmilllnnnum vruvaannn taayttmilll tuukki nirrpaannnee|-|kttaicit tmilllnnninnn rttm elllum viilllaatee|-|muttumnni rttinnnttai pettettutt rnycitm|-|uurukkunnnnnnee vaallluknnnnu ammaavukkum cmmtm|-|ent ittm vliknnttaalum knnnnutaannnee klngkum|-|knnnnupool engkllukku kaavlaa nii vrnnum|-|nettuntuurm unnnicai keettkum|-|pirrai niikki paurnnmiyaakkum|-|vetkkaattttil vinnmiinnn puukkum|-|villliccaalum necntaannn|-|uyir alaiyumoo netti muttm pootum|-|vrungkaalm vaacnnnai ceerkkum|-|aallppoorraannn tmilllnnn ulkm ellaamee|-|verrrrimk vlllitaannn innnimee ellaamee|-|viirnnnnnnaa yaarunnnu int naattttukkee avnnn connnnnnaannnee|-|vaayillaa maattttukkum att niitiy avnnn tntaannnee|-|vaaraayoo vaa nii annnpaa vntaa olli kottuppoom vaaraayoo vaa. raay nii vmpaa vntaa cullukkettuppoom|-|tmilllaalee onnnnaannnoom|-|maarraatu ennaallum|-|"
"A. R. Rahman Aalaporaan Thamizhan (From ""Mersal"") lyrics","Oorukannu oravukannu|-|Unna mochu paakum ninnu|-|Chinna magaraasan vaaran|-|Meesa muruku, hoi|-|Enga mannu thanga mannu|-|Unna vaikkum singamunnu|-|Muthumani rathinatha|-|Pethedutha ranjidham|-|Oorukunne vaazhukannu|-|Appanukkum sammatham|-|Entha edam valikandaalum|-|kannuthaane kalangum|-|Kannupola engalukku|-|kaavalaa ne varanum|-|Aalaporan tamizhan ulagam ellame|-|Vetrimagan vazhithaan inime ellame|-|Veeranna aarunu indha naattuke|-|Avan sonnaane|-|Vaayilla maatukum ada needhiya|-|Avan thanthanee...|-|Ooooooo...|-|Solli solli sarithirathil per porippa|-|Nenjil alli kaaththil namma|-|Thean thamizh thelippaan|-|Innum olagameda|-|Thanga thamizha paada|-|Pacha thamizh uchchi pugazh|-|Yeri sirikkum|-|Vaarayo vaarai neee|-|Anbaa vandha oli koduppom|-|Vaarayo vaarai neee|-|Vambaavantha sulukkeduppom|-|Thamizhanda ennalum|-|Sonnale thimurerum|-|Kaathoda kalanthaalum|-|Athu thaan un adayaalam|-|Oooooo...|-|Hey anbakotti enga mozhi|-|Adithalam pottom|-|Magudatha tharikkira zhagaratha sethom|-|Thalaimurai kadanthume virivatha paathom|-|Ulagathin muthal mozhi usurena kaathom|-|Naal nagara maatrangal nerum|-|Un mozhi saayum enbaane|-|Paarilaya thamizhanu varuvaan|-|Thaai thamizh thooki nippaane|-|Kadaissi thamizhanin ratham|-|Ezhum veezhaathe|-|Muthumani rathinatha|-|Pethedutha ranjidham|-|Oorukunne vaazhukannu|-|Appanukkum sammatham|-|Entha edam valikandaalum|-|kannuthaane kalangum|-|Kannupola engalukku|-|kaavalaa ne varanum|-|Nedundhooram un isai kekkum|-|Pirai neetti pournami yakkum|-|Vedha kaattil vinmin pookkum|-|Vizhichaalum nesandhaan|-|Uyir ezhiyumo un nethi|-|mutham pothum|-|Varungaalum vaasana sekkum|-|Muthumani rathinatha|-|Pethedutha ranjidham|-|Oorukunne vaazhukannu|-|Appanukkum sammatham|-|Entha edam valikandaalum|-|kannuthaane kalangum|-|Kannupola engalukku|-|kaavalaa ne varanum|-|Aalaporan tamizhan ulagam ellame|-|Vetrimagan vazhithaan inime ellame|-|Veeranna aarunu indha naattuke|-|Avan sonnaane|-|Vaayilla maatukum ada needhiya|-|Avan thanthanee...|-|Vaarayo vaarai neee|-|Anbaa vandha oli koduppom|-|Vaarayo vaarai neee|-|Vambaavantha sulukkeduppom|-|Tamizhaale onnaanom|-|Maaraathu ennalum|-|Tamizhaale onnaanom"
A. R. Rahman Arima Arima lyrics,Arima Arima|-|Arima Arima|-|Naano Ayiram Arima|-|Naan munnal ponal ulagam pinnal varuma|-|Logathil idamellam|-|Ulogathil kondavan Naan|-|Ini sevvai giraham iraivan thondrum|-|mudhalaam vetrigan naan|-|Ivan perai sonnathum|-|perumai sonnathum|-|kadalum kadalum kai thattum|-|Ivan ulagam thaandiya uyaram sonnadhum|-|nilavum nilavum thalai muttum|-|Ae Manidha|-|Ae Manidha|-|Indha enthiran enbavan padaipin uchcham|-|Arima Arima|-|Arima Arima|-|Arima Arima
A. R. Rahman Avalum Naanum lyrics,Avalum Naanum|-|Amuthum Thamizhum|-|Avalum Naanum|-|Alaiyum Kadalum|-|Avalum Naanum|-|Thavamum Arulum|-|Avalum Naanum|-|Vaerum Maramum|-|Aalum Nizhalum|-|Asaivum Nadippum|-|Aniyum Panivum|-|Avalum Naanum|-|Avaiyum Thunivum|-|Uzhaippum Thazhaippum|-|Avalum Naanum|-|Alithalum Pugazhum|-|Meenum Punalum|-|Vinnum Virivum|-|Vetpum Thotramum|-|Velum Koorum|-|Aarum Karaiyum|-|Ambum Villum|-|Paatum Uraiyum|-|Naanum Avalum|-|Naanum Avalum|-|Uyirum Udambum|-|Narambum Yaazhum|-|Poovum Manamum|-|Naanum Avalum|-|Uyirum Udambum|-|Narambum Yaazhum|-|Poovum Manamum|-|Avalum Naanum|-|Thenum Inippum|-|Avalum Naanum|-|Sirippum Magizhvum|-|Avalum Naanum|-|Thingalum Kulirum|-|Avalum Naanum|-|Kathirum Oliyum|-|Avalum Naanum|-|Amuthum Thamizhum|-|Avalum Naanum|-|Alaiyum Kadalum|-|Avalum Naanum|-|Thavamum Arulum|-|Avalum Naanum|-|Vaerum Maramum|-|Aalum Nizhalum|-|Asaivum Nadippum|-|Aniyum Panivum|-|Avalum Naanum|-|Avaiyum Thunivum|-|Uzhaippum Thazhaippum|-|Avalum Naanum|-|Alithalum Pughazhum|-|Avalum Naanum|-|Amuthum Thamizhum|-|Avalum Naanum|-|Amuthum Thamizhum
"A. R. Rahman Azhagiye (From ""Kaatru Veliyidai"") lyrics",Oh Oh..|-|Oh Oh..|-|Waiting For A Punnagai|-|Siri Di...|-|Kaanavillai Heart Beat|-|Thirudi.|-|Adada|-|Naan Kavignan|-|Unnai Paarthu Kettupona|-|Kavignan|-|Honest-Aa Naan Pesavaa|-|Illai Idhu Podhumaa?|-|Oh My Darling|-|Na Anga Coming..|-|Pudhu Pudhu Kanakellam Pending|-|Ah Naan Kekava|-|Yes Ah Yes Ah|-|No Va Yes Ah|-|Azhagiye |-|Marry Me Marry Me|-|Azhagiye |-|Flirt With Me Get |-|High With Me|-|Azhagiye Koovam Vantha Koocham Vantha |-|Don't Worry|-|Azhagiye.. Hey Azhagiye|-|Hey Azhagiye Marry Me Marry Me|-|Azhagiye Flirt With Me |-|Get High With Me|-|Azhagiye Kadhal Vantha |-|Matter Vantha Call Adi|-|Azhagiye..|-|Hey Azhagiye Hey..|-|Yaarum Ketka Yedhu Ondrai Yedhu Ondrai|-|Naan Keten Unnai|-|Athai Thanthaal Nanri|-|Pidivaatham Indri|-|Nee Thanthaal Nanri|-|Thuli Thulire|-|Thuli Kaalam Keten|-|Thuli Kadhal Keten|-|Thuli Kaamam Keten|-|Maru Uyire|-|Marukathe Nee|-|Marakaathe Nee|-|Enthan Azhagiye Nee|-|Nene Nee Nee|-|Nene Nee Nee|-|Nene Nene Nee Nee Nee Nee|-|Azhagiye |-|Marry Me Marry Me|-|Azhagiye |-|Flirt With Me |-|Get High With Me|-|Azhagiye Koovam Vantha Koocham Vantha |-|Don't Worry|-|Azhagiye.. Hey Azhagiye|-|Hey Azhagiye|-|Marry Me Marry Me|-|Azhagiye |-|Flirt With Me |-|Get High With Me|-|Azhagiye Kadhal Vantha Matter Vantha Call Adi|-|Azhagiye.. Hey Azhagiye Hey..
A. R. Rahman Barso Re lyrics,"Naa Re Naa Re, Naa Re Naa Re|-|Naa Re Naa Re, Nana Na Re Na Re... (2)|-|(Barso Re, Megha Megha Barso Re|-|Megha Megha Barso Re, Megha Barso)... (2)|-|(Meethaa Hai, Kosaa Hai, Baarish Ka Bosa Hai|-|Kosa Hai, Kosa Hai, Baarishon Ka Bosa Hai) ... (2)|-|Jal Jal Jal Jal Jal Jal Jal Thal Jal Thal|-|Chal Chal Chal Chal Chal Chal Chal Chal|-|Chal Chal Behta Chal|-|Naa Re Naa Re, Naa Re Naa Re...|-|Naa Re Naa Re, Nana Na Re Na Re... (4)|-|(Barso Re, Megha Megha Barso Re|-|Megha Megha Barso Re, Megha Barso)... (2)|-|(Meethaa Hai, Kosaa Hai, Baarish Ka Bosa Hai|-|Kosa Hai, Kosa Hai, Baarishon Ka Bosa Hai)... (2)|-|Jal Jal Jal Jal Jal Jal Jal Thal Jal Thal|-|Chal Chal Chal Chal Chal Chal Chal Chal|-|Chal Chal Behta Chal|-|Geeli Geeli Geeli Ha, Ha Ha Ha Ha|-|Geeli Geeli Maati, Geeli Maati Ke|-|Chal Gharonde Banaayenge Re|-|Hari Bhari Ambi, Ambi Ki Daali|-|Mil Ke Jhoole Jhulaayenge Re Oh|-|Dhan Baiju Gajri Ne, Hal Jote Sabne|-|Bailon Ki Ghanti Baji, Aur Taal Lage Bharne|-|Re Tair Ke Chali Main Toh Paar Chali|-|Re Tair Ke Chali Main Toh Paar Chali|-|Paar Waale Par Le Ke Kinaar Chali Re Megha|-|Nana Re Nana Re Nana Re Na Na Re|-|Nana Re Nana Re Nana Re Na Na Re... (4)|-|Tu Tu Turu, Tu Tu Turu, Tu Tu Turu|-|Kaali Kaali Raaten, Kaali Raaton Mein|-|Yeh Badarvaa Baras Jaayega|-|Gali Gali Mujh Ko, Megha Doondegaa|-|Aur Garaj Ke Palat Jaayega|-|Ghar Aangan Angana, Aur Pani Ka Jharna|-|Bhool Na Jaana Mujhe, Sab Poochenge Varna|-|Re Beh Ke Chali, Main Toh Beh Ke Chali|-|Re Kehthi Chali, Main Toh Keh Ke Chali|-|Re Megha|-|(Nan Na Re Nana Re Nana Re Na Na Re|-|Nan Na Re Nana Re Nana Re Na Na Re)... (6)"
A. R. Rahman Bhoomi Bhoomi lyrics,Mudhal Yaadho?|-|Mudivedhuvo?|-|Mudivillaa Vaanam|-|Mudivadhumundo?|-|Mudiyaadhandro?|-|Udalai Polae|-|Uyirum Hayyo Azhivadhumundo?|-|Udalendra Paandam Udaindhuvidum|-|Kadharum Manamae|-|Kavalura Vaendam|-|Ilaigal Udhirum Pozhudhil|-|Maram Azhivadhillai|-|Agrinai Polae|-|Andraadam Vaazhndhidu|-|Ulagae|-|Nilayillayae|-|Oh Bhoomi Bhoomi|-|Suththam Saththam|-|Aazhi Aazhi|-|Kaththum Saththam|-|Manidhan Manidhan Oh|-|Yuddha Saththam|-|Idhil Engae Kaetkum Kuyilin Saththam?|-|Idhil Engae Kaetkum Kuyilin Saththam?|-|Kadalil Meen Onnu Azhudhaa|-|Karaikku Saedhi Vandhu Saerumaa?|-|Idhayam Thaangumaa|-|Idhayam Thaangumaa|-|Idhayamae Thaangumaa|-|Idhayamae|-|Idhayam Thaangumaa?|-|Idhayam Thaangumaa?|-|Idhayam Thaangumaa?|-|Idhayam Thangumaa?|-|Thaangumaa? Thaangumaa? Thaangumaa?|-|Oh Bhoomi Bhoomi|-|Suththam Saththam|-|Aazhi Aazhi|-|Kaththum Saththam|-|Manidhan Manidhan Oh|-|Yuddha Saththam|-|Idhil Engae Kaetkum Kuyilin Saththam?|-|Idhil Engae Kaetkum Kuyilin Saththam?|-|Kadalil Meen Onnu Azhudhaa|-|Karaikku Saedhi Vandhu Saerumaa?|-|Paavi Nenjae|-|Paththa Vachcha Panjae|-|Panjil Saambal Minjaadhae|-|Vaazhvadhai Vidavum|-|Valiyae Kodidhu|-|Veezhvadhai VIdavum|-|Pirivai Kodidhu|-|Karuvarai Ellaam|-|Mudhalum Alla|-|Mudivurai Ellam|-|Mudivum Alla|-|Kaneer Varudhu|-|Unmai Solla|-|Paazhum Manadhu|-|Kaetkudhumilla|-|Nee Yengae Nee Yengae|-|Naalaikku Naanum Angae|-|Oh Bhoomi Bhoomi|-|Suththam Saththam|-|Aazhi Aazhi|-|Kaththum Saththam|-|Manidhan Manidhan Oh|-|Yuddha Saththam|-|Idhil Engae Kaetkum Kuyilin Saththam?|-|Idhil Engae Kaetkum Kuyilin Saththam?|-|Kadalil Meen Onnu Azhudhaa|-|Karaikku Saedhi Vandhu Saerumaa?|-|Karaikku Saedhi Vandhu Saerumaa?|-|Karaikku Saedhi Vandhu Saerumma?
A. R. Rahman Bombay Theme Music lyrics,"Ekam EvA dviteeyam (There is one without two (brahman):|-|EkO devaH sarva bhUtAntarAtma (One consciousness in all the hearts):|-|ekA bAshA bhUtakAruNya rUpa (One shining as form of divine mercy):|-|ekam lakshyam sAmarasyam samEsham (One aim, to achieve equality among all):|-|Ekam sarvam chittamAnanda pUrnam (One as ALL and as complete and eternal bliss)"
A. R. Rahman Chaiyya Chaiyya lyrics,"Jinke sar ho ishq ki chaaon|-|Paaon ke neeche jaanat hogi|-|Jinke sar ho ishq ki chaaon|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Saare ishq ki chhaaon chal chaiyya chaiyya|-|Saare ishq ki chhaaon chal chaiyya|-|Pau janat chale chal chaiyya chaiyya|-|Pau janat chale chal chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Voh yaar hai jo khushboo ki tarah|-|Voh jiski zubaan urdu ki tarah|-|Meri shaam raat, meri kaayanat|-|Voh yaar mera sainya sainya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Gulposh kabhi itraaye kahin|-|Mehke to nazar aa jaaye kahin|-|Gulposh kabhi itraaye kahin|-|Mehke to nazar aa jaaye kahin|-|Taaveez banaake pehnoon usay|-|Aayat ki tarah mil jaaye kahin|-|Taaveez banaake pehnoon usay|-|Aayat ki tarah mil jaaye kahin|-|Gulposh kabhi itraaye kahin|-|Mehke to nazar aa jaaye kahin|-|Taaveez banaake pehnoon usay|-|Aayat ki tarah mil jaaye kahin|-|Voh yaar hai jo imaan ki tarah|-|Mera nagma vohi mera qalma vohi|-|Mera nagma nagma mera qalma qalma|-|Mera nagma nagma mera Qalma Qalma|-|Mera nagma nagma mera Qalma Qalma|-|Mera nagma nagma mera Qalma Qalma|-|Yaar misaale ous dhale|-|Paaon ke tale firdous chale|-|Kabhi daal daal kabhi paat paat|-|Main hava pe dhoondhoon uske nishaan|-|Saare ishq ki chaaon chal chaiyya chaiyya|-|Saare ishq ki chaaon chal chaiyya|-|Pau janat chale chal chaiyya chaiyya|-|Pau janat chale chal chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Main uske roop ka shehdaai|-|Vo dhoop chhanv se harjaai|-|Vo shokh hai rang badalta hai|-|Main rangroop ka saudaai|-|Main rangroop ka saudaai|-|Jinke sar ko ishq ki chhaaon|-|Paaon ke neeche jannat hogi|-|Jinke sar ko ishq ki chhaaon|-|Paaon ke neeche jannat hogi|-|Shaam raat meri kaaynaat|-|Vo yaar mera sainya sainya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Saare ishq ki chaaon chal chaiyya chaiyya|-|Saare ishq ki chaaon chal chhaiya|-|Pau janat chale chal chaiyya chaiyya|-|Pau janat chale chal chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Chal chaiyya chaiyya chaiyya chaiyya|-|Voh yaar hai jo khushboo ki tarah|-|Voh jiski zubaan urdu ki tarah|-|Meri shaam raat, meri kaayanat|-|Voh yaar mera saiyya saiyya|-|Chal chaiyya chaiyya chaiyya chaiyya"
A. R. Rahman Chal Kahin Door lyrics,"Khamoshi ke chehre thhe ya,|-|Lagta hai ke dhoop khili..,|-|Kitne din ke baad main has ke,|-|Apne aap se aaj mili,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Ranjish aur ruswayion se,|-|Bewajah bechaniyon se,|-|Ranjish aur ruswayion se,|-|Bewajah bechaniyon se,|-|Uljhe raston se,|-|Dard ke sab bandhano se,|-|Khush nahi hai dil tu jin se,|-|Apni hi unn uljhano se,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Ho.. Kholenge-kholenge bahon ka ghera,|-|Kholenge-kholenge bahon ka ghera,|-|Jo chahe kar le andhera,|-|Suraj jaisa khilta chehra,|-|Waada kiya waada kiya khud se hi waada kiya,|-|Tootungi main na kabhi,|-|Pakki hai yeh baat bhi,|-|Ghum se hai mujhko karna kinara,|-|Aisa hona hai dil aisa hona hai dil,|-|Main hi rasta main hi manzil,|-|Main hi mehfil main hi ronak,|-|Khud ko karna hai haasil,|-|Mere woh hain jo mere kaabil,|-|Khali logon se lamhon se aa... ae dil,|-|Hon faasle hon faasle,|-|Hon faasle hon faasle,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Mmmm....mmm..,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein,|-|Chal kahin door chalein."
